Symbol	Protein_name	Chromosome	Uniprot	Ensembl_x	Ensembl_y	Family
RFX5	regulatory factor X5	1q21.3	P48382	ENSG00000143390	ENSG00000143390	RFX
RFX6	regulatory factor X6	6q22.1	Q8HWS3	ENSG00000185002	ENSG00000185002	RFX
RFX7	regulatory factor X7	15q21.3	Q2KHR2	ENSG00000181827	ENSG00000181827	RFX
RFX8	regulatory factor X8	2q11.2	Q6ZV50	ENSG00000196460	ENSG00000196460	RFX
RFXANK	regulatory factor X associated ankyrin containing protein	19p13.11	O14593	ENSG00000064490	ENSG00000064490	Others
RHOXF1	Rhox homeobox family member 1	Xq24	Q8NHV9	ENSG00000101883	ENSG00000101883	Homeobox
RHOXF2	Rhox homeobox family member 2	Xq24	Q9BQY4	ENSG00000131721	ENSG00000131721	Homeobox
RHOXF2B	Rhox homeobox family member 2B	Xq24	P0C7M4	ENSG00000203989	ENSG00000203989	Homeobox
RLF	RLF zinc finger	1p34.2	Q13129	ENSG00000117000	ENSG00000117000	zf-C2H2
RORA	RAR related orphan receptor A	15q22.2	P35398	ENSG00000069667	ENSG00000069667	THR-like
RORB	RAR related orphan receptor B	9q21.13	Q92753	ENSG00000198963	ENSG00000198963	THR-like
RORC	RAR related orphan receptor C	1q21	P51449	ENSG00000143365	ENSG00000143365	THR-like
RREB1	ras responsive element binding protein 1	6p24.3	Q92766	ENSG00000124782	ENSG00000124782	zf-C2H2
RUNX1	RUNX family transcription factor 1	21q22.12	Q01196	ENSG00000159216	ENSG00000159216	Runt
RUNX2	RUNX family transcription factor 2	6p21.1	Q13950	ENSG00000124813	ENSG00000124813	Runt
RUNX3	RUNX family transcription factor 3	1p36.11	Q13761	ENSG00000020633	ENSG00000020633	Runt
RXRA	retinoid X receptor alpha	9q34.2	P19793	ENSG00000186350	ENSG00000186350	RXR-like
RXRB	retinoid X receptor beta	6p21.32	P28702	ENSG00000204231	ENSG00000204231	RXR-like
RXRG	retinoid X receptor gamma	1q23.3	P48443	ENSG00000143171	ENSG00000143171	RXR-like
SALL1	spalt like transcription factor 1	16q12.1	Q9NSC2	ENSG00000103449	ENSG00000103449	zf-C2H2
SALL2	spalt like transcription factor 2	14q11.2	Q9Y467	ENSG00000165821	ENSG00000165821	zf-C2H2
SALL3	spalt like transcription factor 3	18q23	Q9BXA9	ENSG00000256463	ENSG00000256463	zf-C2H2
SALL4	spalt like transcription factor 4	20q13.2	Q9UJQ4	ENSG00000101115	ENSG00000101115	zf-C2H2
SAMD11	sterile alpha motif domain containing 11	1p36.33	Q96NU1	ENSG00000187634	ENSG00000187634	SAND
SATB1	SATB homeobox 1	3p24.3	Q01826	ENSG00000182568	ENSG00000182568	CUT
SATB2	SATB homeobox 2	2q33.1	Q9UPW6	ENSG00000119042	ENSG00000119042	CUT
SCRT1	scratch family transcriptional repressor 1	8q24.3	Q9BWW7	ENSG00000261678	ENSG00000261678	zf-C2H2
SCRT2	scratch family transcriptional repressor 2	20p13	Q9NQ03	ENSG00000215397	ENSG00000215397	zf-C2H2
SCX	scleraxis bHLH transcription factor	8q24.3	Q7RTU7	ENSG00000260428	ENSG00000260428	bHLH
SEBOX	SEBOX homeobox	17q11.2	Q9HB31	ENSG00000274529	ENSG00000274529	Homeobox
SETBP1	SET binding protein 1	18q12.3	Q9Y6X0	ENSG00000152217	ENSG00000152217	Others
SETDB1	SET domain bifurcated histone lysine methyltransferase 1	1q21.3	Q15047	ENSG00000143379	ENSG00000143379	MBD
SETDB2	SET domain bifurcated histone lysine methyltransferase 2	13q14.2	Q96T68	ENSG00000136169	ENSG00000136169	MBD
SFPQ	splicing factor proline and glutamine rich	1p34.3	P23246	ENSG00000116560	ENSG00000116560	Others
SHOX	short stature homeobox	Xp22.33 and Yp11.32	O15266	ENSG00000185960	ENSG00000185960	Homeobox
SHOX2	short stature homeobox 2	3q25.32	O60902	ENSG00000168779	ENSG00000168779	Homeobox
SIM1	SIM bHLH transcription factor 1	6q16.3	P81133	ENSG00000112246	ENSG00000112246	bHLH
SIM2	SIM bHLH transcription factor 2	21q22.13	Q14190	ENSG00000159263	ENSG00000159263	bHLH
SIX1	SIX homeobox 1	14q23.1	Q15475	ENSG00000126778	ENSG00000126778	Homeobox
SIX2	SIX homeobox 2	2p21	Q9NPC8	ENSG00000170577	ENSG00000170577	Homeobox
SIX3	SIX homeobox 3	2p21	O95343	ENSG00000138083	ENSG00000138083	Homeobox
SIX4	SIX homeobox 4	14q23.1	Q9UIU6	ENSG00000100625	ENSG00000100625	Homeobox
SIX5	SIX homeobox 5	19q13.32	Q8N196	ENSG00000177045	ENSG00000177045	Homeobox
SIX6	SIX homeobox 6	14q23.1	O95475	ENSG00000184302	ENSG00000184302	Homeobox
SLC2A4RG	SLC2A4 regulator	20q13.33	Q9NR83	ENSG00000125520	ENSG00000125520	Others
SMAD1	SMAD family member 1	4q31.21	Q15797	ENSG00000170365	ENSG00000170365	MH1
SMAD2	SMAD family member 2	18q21.1	Q15796	ENSG00000175387	ENSG00000175387	MH1
SMAD3	SMAD family member 3	15q22.33	P84022	ENSG00000166949	ENSG00000166949	MH1
SMAD4	SMAD family member 4	18q21.2	Q13485	ENSG00000141646	ENSG00000141646	MH1
SMAD5	SMAD family member 5	5q31.1	Q99717	ENSG00000113658	ENSG00000113658	MH1
SMAD6	SMAD family member 6	15q22.31	O43541	ENSG00000137834	ENSG00000137834	MH1
SMAD7	SMAD family member 7	18q21.1	O15105	ENSG00000101665	ENSG00000101665	MH1
SMAD9	SMAD family member 9	13q13.3	O15198	ENSG00000120693	ENSG00000120693	MH1
SMARCA1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1	Xq25-q26.1	P28370	ENSG00000102038	ENSG00000102038	MYB
SMARCAL1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1	2q35	Q9NZC9	ENSG00000138375	ENSG00000138375	Others
SMARCC1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1	3p21.31	Q92922	ENSG00000173473	ENSG00000173473	MYB
SMARCC2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2	12q13.2	Q8TAQ2	ENSG00000139613	ENSG00000139613	MYB
SMARCE1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1	17q21.2	Q969G3	ENSG00000073584	ENSG00000073584	HMG
SNAI1	snail family transcriptional repressor 1	20q13.13	O95863	ENSG00000124216	ENSG00000124216	zf-C2H2
SNAI2	snail family transcriptional repressor 2	8q11.21	O43623	ENSG00000019549	ENSG00000019549	zf-C2H2
SNAI3	snail family transcriptional repressor 3	16q24.2	Q3KNW1	ENSG00000185669	ENSG00000185669	zf-C2H2
SNAPC4	small nuclear RNA activating complex polypeptide 4	9q34.3	Q5SXM2	ENSG00000165684	ENSG00000165684	MYB
SOHLH1	spermatogenesis and oogenesis specific basic helix-loop-helix 1	9q34.3	Q5JUK2	ENSG00000165643	ENSG00000165643	bHLH
SOHLH2	spermatogenesis and oogenesis specific basic helix-loop-helix 2	13q13.3	Q9NX45	ENSG00000120669	ENSG00000120669	bHLH
SON	SON DNA and RNA binding protein	21q22.11	P18583	ENSG00000159140	ENSG00000159140	Others
SOX1	SRY-box transcription factor 1	13q34	O00570	ENSG00000182968	ENSG00000182968	HMG
SOX2	SRY-box transcription factor 2	3q26.33	P48431	ENSG00000181449	ENSG00000181449	HMG
SOX3	SRY-box transcription factor 3	Xq27.1	P41225	ENSG00000134595	ENSG00000134595	HMG
SOX4	SRY-box transcription factor 4	6p22.3	Q06945	ENSG00000124766	ENSG00000124766	HMG
SOX5	SRY-box transcription factor 5	12p12.1	P35711	ENSG00000134532	ENSG00000134532	HMG
SOX6	SRY-box transcription factor 6	11p15.2	P35712	ENSG00000110693	ENSG00000110693	HMG
SOX7	SRY-box transcription factor 7	8p23.1	Q9BT81	ENSG00000171056	ENSG00000171056	HMG
SOX8	SRY-box transcription factor 8	16p13.3	P57073	ENSG00000005513	ENSG00000005513	HMG
SOX9	SRY-box transcription factor 9	17q24.3	P48436	ENSG00000125398	ENSG00000125398	HMG
SOX10	SRY-box transcription factor 10	22q13.1	P56693	ENSG00000100146	ENSG00000100146	HMG
SOX11	SRY-box transcription factor 11	2p25.2	P35716	ENSG00000176887	ENSG00000176887	HMG
SOX12	SRY-box transcription factor 12	20p13	O15370	ENSG00000177732	ENSG00000177732	HMG
SOX13	SRY-box transcription factor 13	1q32.1	Q9UN79	ENSG00000143842	ENSG00000143842	HMG
SOX14	SRY-box transcription factor 14	3q22.3	O95416	ENSG00000168875	ENSG00000168875	HMG
SOX15	SRY-box transcription factor 15	17p13.1	O60248	ENSG00000129194	ENSG00000129194	HMG
SOX17	SRY-box transcription factor 17	8q11.23	Q9H6I2	ENSG00000164736	ENSG00000164736	HMG
SOX18	SRY-box transcription factor 18	20q13.33	P35713	ENSG00000203883	ENSG00000203883	HMG
SOX21	SRY-box transcription factor 21	13q32.1	Q9Y651	ENSG00000125285	ENSG00000125285	HMG
SOX30	SRY-box transcription factor 30	5q33.3	O94993	ENSG00000039600	ENSG00000039600	HMG
SP1	Sp1 transcription factor	12q13.13	P08047	ENSG00000185591	ENSG00000185591	zf-C2H2
SP2	Sp2 transcription factor	17q21.32	Q02086	ENSG00000167182	ENSG00000167182	zf-C2H2
SP3	Sp3 transcription factor	2q31.1	Q02447	ENSG00000172845	ENSG00000172845	zf-C2H2
SP4	Sp4 transcription factor	7p15.3	Q02446	ENSG00000105866	ENSG00000105866	zf-C2H2
SP5	Sp5 transcription factor	2q31.1	Q6BEB4	ENSG00000204335	ENSG00000204335	zf-C2H2
SP6	Sp6 transcription factor	17q21.32	Q3SY56	ENSG00000189120	ENSG00000189120	zf-C2H2
SP7	Sp7 transcription factor	12q13.13	Q8TDD2	ENSG00000170374	ENSG00000170374	zf-C2H2
SP8	Sp8 transcription factor	7p21.1	Q8IXZ3	ENSG00000164651	ENSG00000164651	zf-C2H2
SP9	Sp9 transcription factor	2q31.1	P0CG40	ENSG00000217236	ENSG00000217236	zf-C2H2
SP100	SP100 nuclear antigen	2q37.1	P23497	ENSG00000067066	ENSG00000067066	SAND
SP110	SP110 nuclear body protein	2q37.1	Q9HB58	ENSG00000135899	ENSG00000135899	SAND
SP140	SP140 nuclear body protein	2q37.1	Q13342	ENSG00000079263	ENSG00000079263	SAND
SP140L	SP140 nuclear body protein like	2q37.1	Q9H930	ENSG00000185404	ENSG00000185404	SAND
SPDEF	SAM pointed domain containing ETS transcription factor	6p21.31	O95238	ENSG00000124664	ENSG00000124664	ETS
SPI1	Spi-1 proto-oncogene	11p11.2	P17947	ENSG00000066336	ENSG00000066336	ETS
SPIB	Spi-B transcription factor	19q13.33	Q01892	ENSG00000269404	ENSG00000269404	ETS
SPIC	Spi-C transcription factor	12q23.2	Q8N5J4	ENSG00000166211	ENSG00000166211	ETS
SPZ1	spermatogenic leucine zipper 1	5q14.1	Q9BXG8	ENSG00000164299	ENSG00000164299	Others
SREBF1	sterol regulatory element binding transcription factor 1	17p11.2	P36956	ENSG00000072310	ENSG00000072310	bHLH
SREBF2	sterol regulatory element binding transcription factor 2	22q13.2	Q12772	ENSG00000198911	ENSG00000198911	bHLH
SRF	serum response factor	6p21.1	P11831	ENSG00000112658	ENSG00000112658	SRF
SRY	sex determining region Y	Yp11.2	Q05066	ENSG00000184895	ENSG00000184895	HMG
SSRP1	structure specific recognition protein 1	11q12.1	Q08945	ENSG00000149136	ENSG00000149136	HMG
ST18	ST18 C2H2C-type zinc finger transcription factor	8q11.23	O60284	ENSG00000147488	ENSG00000147488	zf-C2HC
STAT1	signal transducer and activator of transcription 1	2q32.2	P42224	ENSG00000115415	ENSG00000115415	STAT
STAT2	signal transducer and activator of transcription 2	12q13.3	P52630	ENSG00000170581	ENSG00000170581	STAT
STAT3	signal transducer and activator of transcription 3	17q21.2	P40763	ENSG00000168610	ENSG00000168610	STAT
STAT4	signal transducer and activator of transcription 4	2q32.2-q32.3	Q14765	ENSG00000138378	ENSG00000138378	STAT
STAT5A	signal transducer and activator of transcription 5A	17q21.2	P42229	ENSG00000126561	ENSG00000126561	STAT
STAT5B	signal transducer and activator of transcription 5B	17q21.2	P51692	ENSG00000173757	ENSG00000173757	STAT
STAT6	signal transducer and activator of transcription 6	12q13.3	P42226	ENSG00000166888	ENSG00000166888	STAT
SUB1	SUB1 regulator of transcription	5p13.3	P53999	ENSG00000113387	ENSG00000113387	PC4
TADA2A	transcriptional adaptor 2A	17q12	O75478	ENSG00000276234	ENSG00000276234	MYB
TADA2B	transcriptional adaptor 2B	4p16.1	Q86TJ2	ENSG00000173011	ENSG00000173011	MYB
TAL1	TAL bHLH transcription factor 1, erythroid differentiation factor	1p33	P17542	ENSG00000162367	ENSG00000162367	bHLH
TAL2	TAL bHLH transcription factor 2	9q31.2	Q16559	ENSG00000186051	ENSG00000186051	bHLH
TAX1BP1	Tax1 binding protein 1	7p15.2	Q86VP1	ENSG00000106052	ENSG00000106052	Others
TBR1	T-box brain transcription factor 1	2q24.2	Q16650	ENSG00000136535	ENSG00000136535	T-box
TBX1	T-box transcription factor 1	22q11.21	O43435	ENSG00000184058	ENSG00000184058	T-box
TBX2	T-box transcription factor 2	17q23.2	Q13207	ENSG00000121068	ENSG00000121068	T-box
TBX3	T-box transcription factor 3	12q24.21	O15119	ENSG00000135111	ENSG00000135111	T-box
TBX4	T-box transcription factor 4	17q23.2	P57082	ENSG00000121075	ENSG00000121075	T-box
TBX5	T-box transcription factor 5	12q24.21	Q99593	ENSG00000089225	ENSG00000089225	T-box
TBX6	T-box transcription factor 6	16p11.2	O95947	ENSG00000149922	ENSG00000149922	T-box
TBX10	T-box transcription factor 10	11q13.2	O75333	ENSG00000167800	ENSG00000167800	T-box
TBX15	T-box transcription factor 15	1p12	Q96SF7	ENSG00000092607	ENSG00000092607	T-box
TBX18	T-box transcription factor 18	6q14.3	O95935	ENSG00000112837	ENSG00000112837	T-box
TBX19	T-box transcription factor 19	1q24.2	O60806	ENSG00000143178	ENSG00000143178	T-box
TBX20	T-box transcription factor 20	7p14.2	Q9UMR3	ENSG00000164532	ENSG00000164532	T-box
TBX21	T-box transcription factor 21	17q21.32	Q9UL17	ENSG00000073861	ENSG00000073861	T-box
TBX22	T-box transcription factor 22	Xq21.1	Q9Y458	ENSG00000122145	ENSG00000122145	T-box
TBXT	T-box transcription factor T	6q27	O15178	ENSG00000164458	ENSG00000164458	T-box
TCF3	transcription factor 3	19p13.3	P15923	ENSG00000071564	ENSG00000071564	bHLH
TCF4	transcription factor 4	18q21.2	P15884	ENSG00000196628	ENSG00000196628	bHLH
TCF7	transcription factor 7	5q31.1	P36402	ENSG00000081059	ENSG00000081059	HMG
TCF7L1	transcription factor 7 like 1	2p11.2	Q9HCS4	ENSG00000152284	ENSG00000152284	HMG
TCF7L2	transcription factor 7 like 2	10q25.2-q25.3	Q9NQB0	ENSG00000148737	ENSG00000148737	HMG
TCF12	transcription factor 12	15q21.3	Q99081	ENSG00000140262	ENSG00000140262	bHLH
TCF15	transcription factor 15	20p13	Q12870	ENSG00000125878	ENSG00000125878	bHLH
TCF19	transcription factor 19	6p21.33	Q9Y242	ENSG00000137310	ENSG00000137310	Others
TCF21	transcription factor 21	6q23.2	O43680	ENSG00000118526	ENSG00000118526	bHLH
TCF23	transcription factor 23	2p23.3	Q7RTU1	ENSG00000163792	ENSG00000163792	bHLH
TCF24	transcription factor 24	8q13.1	Q7RTU0	ENSG00000261787	ENSG00000261787	bHLH
TCF25	transcription factor 25	16q24.3	Q9BQ70	ENSG00000141002	ENSG00000141002	Others
TCFL5	transcription factor like 5	20q13.33	Q9UL49	ENSG00000101190	ENSG00000101190	bHLH
TEAD1	TEA domain transcription factor 1	11p15.3	P28347	ENSG00000187079	ENSG00000187079	TEA
TEAD2	TEA domain transcription factor 2	19q13.33	Q15562	ENSG00000074219	ENSG00000074219	TEA
TEAD3	TEA domain transcription factor 3	6p21.31	Q99594	ENSG00000007866	ENSG00000007866	TEA
TEAD4	TEA domain transcription factor 4	12p13.33	Q15561	ENSG00000197905	ENSG00000197905	TEA
TEF	TEF transcription factor, PAR bZIP family member	22q13.2	Q10587	ENSG00000167074	ENSG00000167074	TF_bZIP
TERB1	telomere repeat binding bouquet formation protein 1	16q22.1	Q8NA31	ENSG00000249961	ENSG00000249961	MYB
TERF1	telomeric repeat binding factor 1	8q21.11	P54274	ENSG00000147601	ENSG00000147601	MYB
TERF2	telomeric repeat binding factor 2	16q22.1	Q15554	ENSG00000132604	ENSG00000132604	MYB
TET2	tet methylcytosine dioxygenase 2	4q24	Q6N021	ENSG00000168769	ENSG00000168769	Others
TFAM	transcription factor A, mitochondrial	10q21.1	Q00059	ENSG00000108064	ENSG00000108064	HMG
TFAP2A	transcription factor AP-2 alpha	6p24.3	P05549	ENSG00000137203	ENSG00000137203	AP-2
TFAP2B	transcription factor AP-2 beta	6p12.3	Q92481	ENSG00000008196	ENSG00000008196	AP-2
TFAP2C	transcription factor AP-2 gamma	20q13.31	Q92754	ENSG00000087510	ENSG00000087510	AP-2
TFAP2D	transcription factor AP-2 delta	6p12.3	Q7Z6R9	ENSG00000008197	ENSG00000008197	AP-2
TFAP2E	transcription factor AP-2 epsilon	1p34.3	Q6VUC0	ENSG00000116819	ENSG00000116819	AP-2
TFAP4	transcription factor AP-4	16p13.3	Q01664	ENSG00000090447	ENSG00000090447	bHLH
TFB1M	transcription factor B1, mitochondrial	6q25.3	Q8WVM0	ENSG00000029639	ENSG00000029639	Others
TFCP2	transcription factor CP2	12q13.12-q13.13	Q12800	ENSG00000135457	ENSG00000135457	CP2
TFCP2L1	transcription factor CP2 like 1	2q14.2	Q9NZI6	ENSG00000115112	ENSG00000115112	CP2
TFDP1	transcription factor Dp-1	13q34	Q14186	ENSG00000198176	ENSG00000198176	E2F
TFDP2	transcription factor Dp-2	3q23	Q14188	ENSG00000114126	ENSG00000114126	E2F
TFDP3	transcription factor Dp family member 3	Xq26.2	Q5H9I0	ENSG00000183434	ENSG00000183434	E2F
TFE3	transcription factor binding to IGHM enhancer 3	Xp11.23	P19532	ENSG00000068323	ENSG00000068323	bHLH
TFEB	transcription factor EB	6p21.1	P19484	ENSG00000112561	ENSG00000112561	bHLH
TFEC	transcription factor EC	7q31.2	O14948	ENSG00000105967	ENSG00000105967	bHLH
TGIF1	TGFB induced factor homeobox 1	18p11.31	Q15583	ENSG00000177426	ENSG00000177426	Homeobox
TGIF2	TGFB induced factor homeobox 2	20q11.23	Q9GZN2	ENSG00000118707	ENSG00000118707	Homeobox
TGIF2LX	TGFB induced factor homeobox 2 like X-linked	Xq21.31	Q8IUE1	ENSG00000153779	ENSG00000153779	Homeobox
TGIF2LY	TGFB induced factor homeobox 2 like Y-linked	Yp11.2	Q8IUE0	ENSG00000176679	ENSG00000176679	Homeobox
THAP1	THAP domain containing 1	8p11.21	Q9NVV9	ENSG00000131931	ENSG00000131931	THAP
THAP2	THAP domain containing 2	12q21.1	Q9H0W7	ENSG00000173451	ENSG00000173451	THAP
THAP3	THAP domain containing 3	1p36.31	Q8WTV1	ENSG00000041988	ENSG00000041988	THAP
THAP4	THAP domain containing 4	2q37.3	Q8WY91	ENSG00000176946	ENSG00000176946	THAP
THAP5	THAP domain containing 5	7q31.1	Q7Z6K1	ENSG00000177683	ENSG00000177683	THAP
THAP6	THAP domain containing 6	4q21.1	Q8TBB0	ENSG00000174796	ENSG00000174796	THAP
THAP7	THAP domain containing 7	22q11.21	Q9BT49	ENSG00000184436	ENSG00000184436	THAP
THAP8	THAP domain containing 8	19q13.12	Q8NA92	ENSG00000161277	ENSG00000161277	THAP
THAP9	THAP domain containing 9	4q21.22	Q9H5L6	ENSG00000168152	ENSG00000168152	THAP
THAP10	THAP domain containing 10	15q23	Q9P2Z0	ENSG00000129028	ENSG00000129028	THAP
THAP11	THAP domain containing 11	16q22.1	Q96EK4	ENSG00000168286	ENSG00000168286	THAP
THAP12	THAP domain containing 12	11q13.5	O43422	ENSG00000137492	ENSG00000137492	THAP
THRA	thyroid hormone receptor alpha	17q21.1	P10827	ENSG00000126351	ENSG00000126351	THR-like
THRB	thyroid hormone receptor beta	3p24.2	P10828	ENSG00000151090	ENSG00000151090	THR-like
THYN1	thymocyte nuclear protein 1	11q25	Q9P016	ENSG00000151500	ENSG00000151500	Others
TLX1	T cell leukemia homeobox 1	10q24.31	P31314	ENSG00000107807	ENSG00000107807	Homeobox
TLX2	T cell leukemia homeobox 2	2p13.1	O43763	ENSG00000115297	ENSG00000115297	Homeobox
TLX3	T cell leukemia homeobox 3	5q35.1	O43711	ENSG00000164438	ENSG00000164438	Homeobox
TMF1	TATA element modulatory factor 1	3p14.1	P82094	ENSG00000144747	ENSG00000144747	Others
TOX	thymocyte selection associated high mobility group box	8q12.1	O94900	ENSG00000198846	ENSG00000198846	HMG
TOX2	TOX high mobility group box family member 2	20q13.12	Q96NM4	ENSG00000124191	ENSG00000124191	HMG
TOX3	TOX high mobility group box family member 3	16q12.1	O15405	ENSG00000103460	ENSG00000103460	HMG
TOX4	TOX high mobility group box family member 4	14q11.2	O94842	ENSG00000092203	ENSG00000092203	HMG
TP53	tumor protein p53	17p13.1	P04637	ENSG00000141510	ENSG00000141510	P53
TP63	tumor protein p63	3q28	Q9H3D4	ENSG00000073282	ENSG00000073282	P53
TP73	tumor protein p73	1p36.32	O15350	ENSG00000078900	ENSG00000078900	P53
TPRX1	tetrapeptide repeat homeobox 1	19q13.33	Q8N7U7	ENSG00000178928	ENSG00000178928	Homeobox
TRERF1	transcriptional regulating factor 1	6p21.1	Q96PN7	ENSG00000124496	ENSG00000124496	zf-C2H2
TRPS1	transcriptional repressor GATA binding 1	8q23.3	Q9UHF7	ENSG00000104447	ENSG00000104447	zf-GATA
TSC22D1	TSC22 domain family member 1	13q14.11	Q15714	ENSG00000102804	ENSG00000102804	TSC22
TSC22D2	TSC22 domain family member 2	3q25.1	O75157	ENSG00000196428	ENSG00000196428	TSC22
TSC22D3	TSC22 domain family member 3	Xq22.3	Q99576	ENSG00000157514	ENSG00000157514	TSC22
TSC22D4	TSC22 domain family member 4	7q22.1	Q9Y3Q8	ENSG00000166925	ENSG00000166925	TSC22
TSHZ1	teashirt zinc finger homeobox 1	18q22.3	Q6ZSZ6	ENSG00000179981	ENSG00000179981	zf-C2H2
TSHZ2	teashirt zinc finger homeobox 2	20q13.2	Q9NRE2	ENSG00000182463	ENSG00000182463	zf-C2H2
TSHZ3	teashirt zinc finger homeobox 3	19q12	Q63HK5	ENSG00000121297	ENSG00000121297	zf-C2H2
TTF1	transcription termination factor 1	9q34.13	Q15361	ENSG00000125482	ENSG00000125482	MYB
TUB	TUB bipartite transcription factor	11p15.4	P50607	ENSG00000166402	ENSG00000166402	Tub
TULP1	TUB like protein 1	6p21.31	O00294	ENSG00000112041	ENSG00000112041	Tub
TULP2	TUB like protein 2	19q13.33	O00295	ENSG00000104804	ENSG00000104804	Tub
TULP3	TUB like protein 3	12p13.33	O75386	ENSG00000078246	ENSG00000078246	Tub
TULP4	TUB like protein 4	6q25.3	Q9NRJ4	ENSG00000130338	ENSG00000130338	Tub
TWIST1	twist family bHLH transcription factor 1	7p21.1	Q15672	ENSG00000122691	ENSG00000122691	bHLH
TWIST2	twist family bHLH transcription factor 2	2q37.3	Q8WVJ9	ENSG00000233608	ENSG00000233608	bHLH
UBP1	upstream binding protein 1	3p22.3	Q9NZI7	ENSG00000153560	ENSG00000153560	CP2
UBTF	upstream binding transcription factor	17q21.31	P17480	ENSG00000108312	ENSG00000108312	HMG
UBTFL1	upstream binding transcription factor like 1	11q14.3	P0CB47	ENSG00000255009	ENSG00000255009	HMG
UNCX	UNC homeobox	7p22.3	A6NJT0	ENSG00000164853	ENSG00000164853	Homeobox
USF1	upstream transcription factor 1	1q23.3	P22415	ENSG00000158773	ENSG00000158773	bHLH
USF2	upstream transcription factor 2, c-fos interacting	19q13.12	Q15853	ENSG00000105698	ENSG00000105698	bHLH
USF3	upstream transcription factor family member 3	3q13.2	Q68DE3	ENSG00000176542	ENSG00000176542	bHLH
VAX1	ventral anterior homeobox 1	10q25.3	Q5SQQ9	ENSG00000148704	ENSG00000148704	Homeobox
VAX2	ventral anterior homeobox 2	2p13.3	Q9UIW0	ENSG00000116035	ENSG00000116035	Homeobox
VDR	vitamin D receptor	12q13.11	P11473	ENSG00000111424	ENSG00000111424	THR-like
VENTX	VENT homeobox	10q26.3	O95231	ENSG00000151650	ENSG00000151650	Homeobox
VEZF1	vascular endothelial zinc finger 1	17q22	Q14119	ENSG00000136451	ENSG00000136451	zf-C2H2
VSX1	visual system homeobox 1	20p11.21	Q9NZR4	ENSG00000100987	ENSG00000100987	Homeobox
VSX2	visual system homeobox 2	14q24.3	P58304	ENSG00000119614	ENSG00000119614	Homeobox
WDHD1	WD repeat and HMG-box DNA binding protein 1	14q22.2-q22.3	O75717	ENSG00000198554	ENSG00000198554	HMG
WIZ	WIZ zinc finger	19p13.12	O95785	ENSG00000011451	ENSG00000011451	zf-C2H2
WT1	WT1 transcription factor	11p13	P19544	ENSG00000184937	ENSG00000184937	zf-C2H2
XBP1	X-box binding protein 1	22q12.1	P17861	ENSG00000100219	ENSG00000100219	TF_bZIP
XPA	XPA, DNA damage recognition and repair factor	9q22.33	P23025	ENSG00000136936	ENSG00000136936	Others
YBX1	Y-box binding protein 1	1p34.2	P67809	ENSG00000065978	ENSG00000065978	CSD
YBX2	Y-box binding protein 2	17p13.1	Q9Y2T7	ENSG00000006047	ENSG00000006047	CSD
YBX3	Y-box binding protein 3	12p13.2	P16989	ENSG00000060138	ENSG00000060138	CSD
YEATS4	YEATS domain containing 4	12q15	O95619	ENSG00000127337	ENSG00000127337	Others
YY1	YY1 transcription factor	14q32.2	P25490	ENSG00000100811	ENSG00000100811	zf-C2H2
YY2	YY2 transcription factor	Xp22.12	O15391	ENSG00000230797	ENSG00000230797	zf-C2H2
ZBED1	zinc finger BED-type containing 1	Xp22.33 and Yp11	O96006	ENSG00000214717	ENSG00000214717	zf-BED
ZBED2	zinc finger BED-type containing 2	3q13.13	Q9BTP6	ENSG00000177494	ENSG00000177494	zf-BED
ZBED3	zinc finger BED-type containing 3	5q13.3	Q96IU2	ENSG00000132846	ENSG00000132846	zf-BED
ZBED4	zinc finger BED-type containing 4	22q13.33	O75132	ENSG00000100426	ENSG00000100426	zf-BED
ZBED5	zinc finger BED-type containing 5	11p15.4	Q49AG3	ENSG00000236287	ENSG00000236287	zf-BED
ZBED6	zinc finger BED-type containing 6	1q32.1	P86452	ENSG00000257315	ENSG00000257315	zf-BED
ZBTB1	zinc finger and BTB domain containing 1	14q23.3	Q9Y2K1	ENSG00000126804	ENSG00000126804	ZBTB
ZBTB2	zinc finger and BTB domain containing 2	6q25.1	Q8N680	ENSG00000181472	ENSG00000181472	ZBTB
ZBTB3	zinc finger and BTB domain containing 3	11q12.3	Q9H5J0	ENSG00000185670	ENSG00000185670	ZBTB
ZBTB4	zinc finger and BTB domain containing 4	17p13.1	Q9P1Z0	ENSG00000174282	ENSG00000174282	ZBTB
ZBTB5	zinc finger and BTB domain containing 5	9p13.2	O15062	ENSG00000168795	ENSG00000168795	ZBTB
ZBTB6	zinc finger and BTB domain containing 6	9q33.2	Q15916	ENSG00000186130	ENSG00000186130	ZBTB
ZBTB7A	zinc finger and BTB domain containing 7A	19p13.3	O95365	ENSG00000178951	ENSG00000178951	ZBTB
ZBTB7B	zinc finger and BTB domain containing 7B	1q21.3	O15156	ENSG00000160685	ENSG00000160685	ZBTB
ZBTB7C	zinc finger and BTB domain containing 7C	18q21.1	A1YPR0	ENSG00000184828	ENSG00000184828	ZBTB
